name,speciality,hospital,city,timestamp
Dr. Atiek Widyasari Oswari Sp.A.,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:35
Dr. Audrey Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:35
dr. Aulia Rusyda Sp.A,Sp. Anak,Apotik Sahabat,"Karawang Timur, Kabupaten Karawang",2025-05-22 16:51:35
dr. Aulia Rusyda Sp.A,Sp. Anak,APOTEK SAHABAT,"Samarinda Kota, Kota Samarinda",2025-05-22 16:51:37
"Dr. Aunillah Sp.A, M.Biomed",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:37
Dr. Avian Andika Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:37
Dr. Ayi Dilla Septarini Sp. A,Sp. Anak,BWCC Bekasi,"Bekasi Selatan, Bekasi",2025-05-22 16:51:37
dr. Ayly Soekanto M.Kes,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:37
dr. Ayu Ekowita Sp.A,Sp. Anak,Klinik Johar Medika-,"Johar Baru, Jakarta Pusat",2025-05-22 16:51:37
DR. BUDISANTOSO ADJI S.PA,Sp. Anak,Lili Family Medical Center,"Babelan, Kabupaten Bekasi",2025-05-22 16:51:37
Dr. Baginda P. Hutahaean Sp.A.,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:37
dr. Baginda P. Hutahaean Sp. A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:37
Dr. Baginda P. Hutahaean Sp. A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:37
dr. Bambang Sp.A,Sp. Anak,Apotek Kimia Farma Juanda Bogor,"Bogor Tengah, Bogor",2025-05-22 16:51:39
dr. Bambang SpA,Sp. Anak,Apotek Kimia Farma Juanda Bogor,"Bogor Tengah, Bogor",2025-05-22 16:51:39
"dr. Bara Langi Tambing, Sp.A",Sp. Anak,"Praktek dr. Bara Langi Tambing, Sp.A","Bekasi Selatan, Bekasi",2025-05-22 16:51:39
"Dr. Bayu Kurniawan Sp.A, M.Biomed",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:39
Dr. Bayu Kurniawan Sp.A M.Biomed,Sp. Anak,Halodoc Teleconsultation,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:39
Dr. Bayu Kurniawan Sp.A.Biomed M.Biomed,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:39
dr. Bela Siska Afrida Sp. A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:39
Dr. Benedictus Yohanes Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:39
Dr. Betty Agustina Sihaloho Sp.A,Sp. Anak,Apotek Paten -,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:39
dr. Betty Bursjah H. Sp.A,Sp. Anak,dr Betty Busjah Dr Sp.A,"Lemahwungkuk, Kota Cirebon",2025-05-22 16:51:39
dr. Betty Nurjanah H Sp.A,Sp. Anak,dr Betty Busjah Dr Sp.A,"Lemahwungkuk, Kota Cirebon",2025-05-22 16:51:41
dr. Bintang Kusumaningtyas Sp.A,Sp. Anak,RS Anugerah Pekalongan,"Pekalongan Barat, Kota Pekalongan",2025-05-22 16:51:41
Dr. Bona Sandro Hasibuan Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:41
dr. Brilianingsih Agustin ArIbowo Sp.AK,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:41
Dr. Budi Darmayanto Sp. A,Sp. Anak,dr. Budi Darmayanto SpA,"Kota Blora, Kabupaten Blora",2025-05-22 16:51:41
"dr. Budi Firdaus, Sp.A",Sp. Anak,Apotek Bunda Medika,"cikakak, Sukabumi",2025-05-22 16:51:41
Dr. Budisantoso Adji Sp. A,Sp. Anak,Lili Family Medical Center,"Babelan, Kabupaten Bekasi",2025-05-22 16:51:41
"dr. Budiyanto, Sp. A",Sp. Anak,Siloam Hospitals Banjarmasin,"Banjarmasin Tengah, Kota Banjarmasin",2025-05-22 16:51:41
Dr. Buntat Sp.A,Sp. Anak,KLINIK KASIH BUNDA PEKANBARU,"Lima Puluh, Kota Pekanbaru",2025-05-22 16:51:41
"dr. Cahyani Gita Ambarsari, Sp.A",Sp. Anak,Halodoc Teleconsultation,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:41
Dr. Carla Pusparani Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:43
"dr. Catur Sapariyanto, Sp.A",Sp. Anak,RS St. Carolus Salemba,"Senen, Jakarta Pusat",2025-05-22 16:51:43
"dr. Centaura Naila Affin Camielle, Sp.A. M.Biomed",Sp. Anak,"dr. Centaura Naila A.C, SpA, M.Biomed","Klojen, Kota Malang",2025-05-22 16:51:43
"dr. Centaura Naila Alfin Camielle, Sp.A M.Biomed",Sp. Anak,"dr. Centaura Naila A.C, SpA, M.Biomed","Klojen, Kota Malang",2025-05-22 16:51:43
"dr. Centaura Naila Alfin Camielle, Sp.A. M. Biomed",Sp. Anak,"dr. Centaura Naila A.C, SpA, M.Biomed","Klojen, Kota Malang",2025-05-22 16:51:43
Dr. Charles Hutasoit Sp. A,Sp. Anak,RUMAH SAKIT UMUM SANTO ANTONIUS,"Pontianak Kota, Kota Pontianak",2025-05-22 16:51:43
DR Cheah Cheong Wooi,Sp. Anak,Columbia Asia Hospital - Bukit Rimau,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:43
Dr. Chindy Arya Sari Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:43
dr. Christie I. Moningkey Sp.A,Sp. Anak,dr. Christie I. Moningkey  Sp.A,"Samarinda Ulu, Kota Samarinda",2025-05-22 16:51:43
dr. Christie L. Moningkey Sp.A,Sp. Anak,dr. Christie I. Moningkey  Sp.A,"Samarinda Ulu, Kota Samarinda",2025-05-22 16:51:43
dr. Christie L. Moningkey Sp.A,Sp. Anak,dr. Christie I. Moningkey  Sp.A,"Samarinda Ulu, Kota Samarinda",2025-05-22 16:51:45
dr. Chyndi Arya SpA,Sp. Anak,KMC - Klinik Mutiara Cikutra,"Cibeunying Kaler, Kota Bandung",2025-05-22 16:51:45
Dr. Cindra Kurnia Damayanti Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:45
Dr. Clara Devina Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:45
"Dr. Claudy Bunga H. Saing M.Ked(Ped), Sp.A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:45
Dr. Clief Christoforus Runtung Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:45
dr. Cok Gd Raka Sudewi Sp.A,Sp. Anak,RS SamMarie Basra,"Duren Sawit, Jakarta Timur",2025-05-22 16:51:45
dr. Cucu Badariah Sp.A,Sp. Anak,RS SamMarie Basra,"Duren Sawit, Jakarta Timur",2025-05-22 16:51:45
dr. Cut Badriah Sp.A,Sp. Anak,RS SamMarie Basra,"Duren Sawit, Jakarta Timur",2025-05-22 16:51:45
Dr. Cut Muliana Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:45
dr. Cut badriah Sp.A,Sp. Anak,RS SamMarie Basra,"Duren Sawit, Jakarta Timur",2025-05-22 16:51:48
DR. DEDI KURNIAWAN SAPUTRA SP. A,Sp. Anak,Klinik Mon Cheri (Growth Together),"Karawang Barat, Kabupaten Karawang",2025-05-22 16:51:48
"dr. DINA RISMAWATI, M.Sc. Sp.A",Sp. Anak,Klinik Anak Cerdas Ceria,"Banjarsari, Kota Surakarta",2025-05-22 16:51:48
dr. Daniel Sahat Hottua Simangunsong p.A,Sp. Anak,RSIA Viola,"Babelan, Kabupaten Bekasi",2025-05-22 16:51:48
Dr. Daniel Simangunsong Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:48
"dr. Daniel Susatyo Wirawan, Sp.A",Sp. Anak,Siloam Hospitals Balikpapan,"Balikpapan Selatan, Kota Balikpapan",2025-05-22 16:51:48
dr. Darmady Darmawan Sp.A,Sp. Anak,Kiddie Care Center,"Tanjung Priok, Jakarta Utara",2025-05-22 16:51:48
Dr. David Marcelius Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:48
"Dr. David Victory Wau M.Sc, Sp.A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:48
Dr. Dea Aprilianti Permana Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:48
"Dr. Debora Pratita A M.Biomed, Sp.A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:50
"Dr. Deddy Eka Febri Listiadi M.Ked(Ped), Sp.A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:50
dr. Dedi Kurniawan Saputra Sp.A,Sp. Anak,Klinik Mon Cheri (Growth Together),"Karawang Barat, Kabupaten Karawang",2025-05-22 16:51:50
"Dr. Dedy Afandi CN Sp.A, M.Sc",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:50
dr. Defa Rahmatun Sp.A,Sp. Anak,Apotek Jatiseeng,"Lemahabang, Kabupaten Cirebon",2025-05-22 16:51:50
Dr. Dennis Christian Wuisantono Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:50
"Dr. Deon Raditya Hibbattino Sp. A., M. Ked. Klin",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:50
"Dr. Des Infrando G Sinaga M.Ked.Ped, Sp.A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:50
dr. Devi Pedoatri Sp. A,Sp. Anak,RS AISs Wonosobo,"Wonosobo, Kabupaten Wonosobo",2025-05-22 16:51:50
Dr. Devi Yustina Sp. A,Sp. Anak,Apotek K24,"Banjarbaru Selatan, Kota Banjarbaru",2025-05-22 16:51:50
"Dr. Devi Yustina, Sp.A",Sp. Anak,"dr. Devi Yustina, Sp.A","Sragen, Kabupaten Sragen",2025-05-22 16:51:52
Dr. Dewi Rahmawati Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:52
dr. Dewi Rahmawati Syam Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:52
dr. Dharma Budi Patriadi Sp. A,Sp. Anak,dr. Dharma Budi Patriadi Sp. A,"Wanareja, Kabupaten Cilacap",2025-05-22 16:51:52
"Dr. Dia Tri Susanti M.Ked(Ped), Sp.A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:52
"Dr. Diah Astika Rini, Sp.A",Sp. Anak,"Praktek dr.Diah Astika Rini, Sp.A","Metro Barat, Kota Metro",2025-05-22 16:51:52
"dr. Diah Astika Rini, Sp.A",Sp. Anak,"Praktek dr.Diah Astika Rini, Sp.A","Metro Barat, Kota Metro",2025-05-22 16:51:52
Dr. Dian Sulistya Ekaputri Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:52
Dr. Diana Liza Merisa Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:52
Dr. Diana Novianti Nugrahani Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:52
"dr. Diging Farih Indraji, M.Biomed Sp.A",Sp. Anak,Rumah Sakit Yukum Medical Centre,"Terbanggi Besar, Kabupaten Lampung Tengah",2025-05-22 16:51:54
dr. Dimas Bagus Prastyo Sp.A,Sp. Anak,Apotik Farmasi 3,"Babakan Madang, Kabupaten Bogor",2025-05-22 16:51:54
dr Dimple Nagrani Sp.A,Sp. Anak,Apotik K 24 Rawamangun,"Pulo Gadung, Jakarta Timur",2025-05-22 16:51:54
dr Dimple Nagrani Sp.A,Sp. Anak,0,"Bekasi Selatan, Bekasi",2025-05-22 16:51:54
dr Dimple Nagrani Sp.A,Sp. Anak,0,"Bekasi Selatan, Bekasi",2025-05-22 16:51:54
"Dimple Nagrani, dr. Sp. A",Sp. Anak,Apotik K 24 Rawamangun,"Pulo Gadung, Jakarta Timur",2025-05-22 16:51:54
"Dr. Dina Kurniasi M.Kes, Sp.A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:54
dr. Dina Laksmi SpA,Sp. Anak,Fame Women and Children Healthcare,"Sukmajaya, Depok",2025-05-22 16:51:54
dr. Dini Noviani Sp. A M. Biomed,Sp. Anak,Klinik Tumbuh Kembang Anak dr DINI.,"Marpoyan Damai, Kota Pekanbaru",2025-05-22 16:51:54
Dr. Dinni Adila Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:54
dr. Dira Ninggar Santoso Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:56
dr. Djoko S. Sp.A,Sp. Anak,Apotik Pandawa Raya,"Bogor Utara, Bogor",2025-05-22 16:51:56
Djoko Setionegoro Sp. A,Sp. Anak,Apotik Pandawa Raya,"Bogor Utara, Bogor",2025-05-22 16:51:56
Dr Chiang Wen Chin,Sp. Anak,Rumah Sakit Mount Elizabeth,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:56
Dr Rosalia Desi Sp A,Sp. Anak,APOTEK MARINNO,"Banyumanik, Kota Semarang",2025-05-22 16:51:56
dr. Dr Tumpal Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:56
dr Dr Tumpal Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:56
Dr Tumpal Sp. A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:56
Dr. Agustina Sp. A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:56
"Dr. Alders Swisman, SpA",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:56
"Dr. Alders Swisman, SpA",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:58
Dr. Betty Agustina Sihaloho Sp. A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:58
Dr. Eveline Panjaitan Sp. A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:58
Dr. Gunawan Sugiarto Sp. A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:58
Dr. Hermawan Sp. A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:58
Dr. Medina Permatawati Sp. A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:58
Dr. Nadia Sp. A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:58
Dr. Niluh Putu Wida Pangestika Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:58
Dr. Theresia Santi Sp. A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:58
Dr. Dwi Andriyani Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:51:58
"dr. Dwi Anik Ermawati S, Sp.A",Sp. Anak,"dr. Dwi Anik Ermawati S, Sp.A","Tegal Timur, Kota Tegal",2025-05-22 16:52:00
dr. Dwi Anik Ermawati Sp. A,Sp. Anak,"dr. Dwi Anik Ermawati S, Sp.A","Tegal Timur, Kota Tegal",2025-05-22 16:52:00
"Dr. Dwi Hidayah, Sp.A",Sp. Anak,Raditya Medical Center,"Beji, Depok",2025-05-22 16:52:00
dr. Dwi Indah Cahyani Sp.A,Sp. Anak,KLINIK UTAMA GHATOT KACHA,"Manguharjo, Kota Madiun",2025-05-22 16:52:00
dr. Dwi Indah Cahyani Sp. A. M.Biomed,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:00
"dr. Dwi Indah Cahyani, Sp. A M.Biomod",Sp. Anak,KLINIK UTAMA GHATOT KACHA,"Manguharjo, Kota Madiun",2025-05-22 16:52:00
dr. Dwi Lestari Sp.A,Sp. Anak,Apotek Anugerah Bahagia,"Cempaka Putih, Jakarta Pusat",2025-05-22 16:52:00
"Dr. Dwi Lestari Avianti Sp.A, M.Ked.Klin",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:00
Dr. Dwi SA Aprilizia Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:00
dr. Dya Muyla Lestari Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:00
"dr. Dyah Ayu Wulansari,SpA",Sp. Anak,RSKIA buah hati,"Alian, Kabupaten Kebumen",2025-05-22 16:52:02
dr. Dyah Istikowati Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:02
"dr. Dyah Istikowati, Sp.A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:02
"dr. Dyah Perwitasari, M.Sc., Sp.A",Sp. Anak,Klinik Utama Anugerah (klinik bersalin),"Banjarnegara, Kabupaten Banjarnegara",2025-05-22 16:52:02
dr. Edward Surjono Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:02
dr. Edwin Tomaga Sp.A,Sp. Anak,DIFA MEDIKA,"Jepara, Kabupaten Jepara",2025-05-22 16:52:02
"Dr. Edy Irawan M.Ked(Ped), Sp.A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:02
Dr. Edy Muhammad Sp.A,Sp. Anak,Praktek dokter.,"Bukit Raya, Kota Pekanbaru",2025-05-22 16:52:02
Dr. Eileen Erica M Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:02
Dr. Eka Gunawijaya Sp.A(K),Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:02
Dr. Eko Wahyudi Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:04
dr. Eko Wahyudi,Sp. Anak,"dr. Eko Wahyudi, M.Ked.Klin., Sp.A","Pesantren, Kota Kediri",2025-05-22 16:52:04
"dr. Eko Wahyudi, M.Ked.Klin. Sp. A",Sp. Anak,"dr. Eko Wahyudi, M.Ked.Klin., Sp.A","Pesantren, Kota Kediri",2025-05-22 16:52:04
"Dr. Eko Wahyudi, M.Ked.Klin., Sp.A",Sp. Anak,"dr. Eko Wahyudi, M.Ked.Klin., Sp.A","Pesantren, Kota Kediri",2025-05-22 16:52:04
"Dr. Eko Wahyudi, M.Ked.Klin., Sp.A",Sp. Anak,"dr. Eko Wahyudi, M.Ked.Klin., Sp.A","Pesantren, Kota Kediri",2025-05-22 16:52:04
"dr. Eko Wahyudi, M.Ked.Klin., Sp.A",Sp. Anak,"dr. Eko Wahyudi, M.Ked.Klin., Sp.A","Pesantren, Kota Kediri",2025-05-22 16:52:04
Dr. Elisa Iskandar Sp.A,Sp. Anak,"dr. Elisa Iskandar, Sp.A","Kelapa Gading, Jakarta Utara",2025-05-22 16:52:04
dr. Elizabeth Thea Rahmani Sp.A,Sp. Anak,0,"Bekasi Selatan, Bekasi",2025-05-22 16:52:04
dr. Elizabeth Thea Rahmani Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:04
"dr. Elizabeth Yohmi Darius, Sp.A IBCLC",Sp. Anak,RS St. Carolus Salemba,"Senen, Jakarta Pusat",2025-05-22 16:52:04
"dr. Elizabeth Yohmi Darius, Sp.A IBCLC",Sp. Anak,RS St. Carolus Salemba,"Senen, Jakarta Pusat",2025-05-22 16:52:07
"dr. Elizabeth Yohmi Darius, Sp.A ,IBCLC",Sp. Anak,RS St. Carolus Salemba,"Senen, Jakarta Pusat",2025-05-22 16:52:07
"dr. Elizabeth Yohmi Darius, SpA IBCLC",Sp. Anak,RS St. Carolus Salemba,"Senen, Jakarta Pusat",2025-05-22 16:52:07
"dr. Elizabeth Yohmi, Sp.A",Sp. Anak,RS St. Carolus Salemba,"Senen, Jakarta Pusat",2025-05-22 16:52:07
"dr. Elizabeth Yohni Darius, Sp.A. IBCLC",Sp. Anak,RS St. Carolus Salemba,"Senen, Jakarta Pusat",2025-05-22 16:52:07
"dr. Elizabeth Yohni Darius, Sp.A IBCLC",Sp. Anak,RS St. Carolus Salemba,"Senen, Jakarta Pusat",2025-05-22 16:52:07
Dr. Elrika Anastasia Wijaya Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:07
dr. Emmy Rosa Depari Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:07
"dr. Endah Purnawati, Sp.A",Sp. Anak,RSUD Al Ihsan Provinsi Jawa Barat,"Baleendah, Kabupaten Bandung",2025-05-22 16:52:07
dr. Endah V.W.,Sp. Anak,Klinik Bunda Medika.,"Sumedang Utara, Kabupaten Sumedang",2025-05-22 16:52:07
Dr. Enggrajati MH Silitonga Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:09
dr. Erik Rohmando Purba Sp.PD,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:09
Dr. Erika S Panjaitan Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:09
"Dr. Erli Meichory Viorika Sp.A, CIMI",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:09
Dr. Erlin Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:09
Dr. Erlin Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:09
dr. Ersy Marlidawaty Sp A,Sp. Anak,"dr. Ersy Marlidawaty, SpA","Bekasi Timur, Bekasi",2025-05-22 16:52:09
"Dr. Ersy Marlidawaty, SpA",Sp. Anak,"dr. Ersy Marlidawaty, SpA","Bekasi Timur, Bekasi",2025-05-22 16:52:09
"Dr. Ery Olivianto, SpA(K)",Sp. Anak,"praktek dr. Ery Olivianto, SpA(K)","Blimbing, Kota Malang",2025-05-22 16:52:09
Dr. Eva Astria Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:09
"dr. Eveline Panjaitan, Sp.A, IBCLC",Sp. Anak,RS St. Carolus Salemba,"Senen, Jakarta Pusat",2025-05-22 16:52:11
dr. FATIMAH MAYASYARI Sp. A,Sp. Anak,RSUP Surakarta,"Laweyan, Kota Surakarta",2025-05-22 16:52:11
"Dr. Faisal Husien M.Sc, Sp.A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:11
Dr. Fakhri Muhammad Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:11
dr. Farid I Husein Sp.A,Sp. Anak,AYANI Women & Children Clinic,"Padang Barat, Kota Padang",2025-05-22 16:52:11
Dr. Farid I Hussein Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:11
"Dr. Fatima Safra Alatas, PhD Sp.A(K)",Sp. Anak,Apotek Kimia Farma Senen,"Senen, Jakarta Pusat",2025-05-22 16:52:11
"Dr. Fatimah Arief Sp.A, M.Ked.Klin",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:11
dr. Fatmawati SpA,Sp. Anak,praktek dr. Fatmawati Sp.A,"Pulo Gadung, Jakarta Timur",2025-05-22 16:52:11
Dr. Febrina Pradita Sp. A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:11
dr. Felix Setiawan Budi Sp.A,Sp. Anak,klinik dr felix setiawan budi SpA,"Tegalsari, Kota Surabaya",2025-05-22 16:52:13
"Dr. Fihzan Satrya Widyatam M.Ked(Ped), Sp.A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:13
dr. Fijri Auliyanti Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:13
dr. Fikri Auliyanti Sp. A,Sp. Anak,Apotek Kondang sehat,"Jatiasih, Bekasi",2025-05-22 16:52:13
dr. Fiqi Auliyani Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:13
Dr. Fiqi Isnaini Nurul Hikmah Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:13
"dr. Fitri Asymina, Sp. A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:13
"Dr. Fitri Parinda Sitanggang M.Ked(Ped), Sp.A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:13
dr. Fitriani Sp. A,Sp. Anak,Rumah Sakit Ibu & Anak Buah Hati,"Lembang, Kabupaten Bandung Barat",2025-05-22 16:52:13
"dr Flita Asfianti, Dr, Sp.A M.Kes",Sp. Anak,RSIJ Cempaka Putih,"Cempaka Putih, Jakarta Pusat",2025-05-22 16:52:13
dr. Florenca Permatasari Sp.A,Sp. Anak,RSIA Viola,"Babelan, Kabupaten Bekasi",2025-05-22 16:52:15
dr. Florencea Permatasari Sp.A,Sp. Anak,Rumah Sakit Emhaka,"Medan Satria, Bekasi",2025-05-22 16:52:15
dr. Gabriel Angel Mustakia Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:15
Dr. Galuh Martin Maytasari Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:15
"dr. George Mogi, Sp.A",Sp. Anak,RS St. Carolus Salemba,"Senen, Jakarta Pusat",2025-05-22 16:52:15
"dr. Ghaisani Fadiana, Sp.A(K)",Sp. Anak,"Klinik Utama AP&AP Pediatric, Growth and Diabetes Center","Setiabudi, Jakarta Selatan",2025-05-22 16:52:15
dr. Gita Widypuri Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:15
"Dr. Glabela Christiana Pandango Sp.A., M.Ked.Klin",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:15
Dr. Gondo Sp. A,Sp. Anak,KLINIK NADIRA KARAWANG,"Banyusari, Kabupaten Karawang",2025-05-22 16:52:15
dr Gracia Deswita Natalya Fau Sp. A,Sp. Anak,Apotek Halomedika Pekayon,"Jatiasih, Bekasi",2025-05-22 16:52:15
dr Gracia Deswita Natalya Sp. A,Sp. Anak,Kimia Farma Cisaat,"Cicurug, Kabupaten Sukabumi",2025-05-22 16:52:17
Dr. Gregory Joey Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:17
Dr. Gustian R Tiballa Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:52:17
dr. H Delyuzar Dahlan Sp.A,Sp. Anak,Apotik Media,"Majalaya, Kabupaten Bandung",2025-05-22 16:52:17
