name,speciality,hospital,city,timestamp
dr. Harwant Singh,Sp. Orthopaedi & Traumatologi,Pantai Hospital Kuala Lumpur,"Mampang Prapatan, Jakarta Selatan",2025-05-23 15:59:27
Dr. dr. Heri Suroto Sp.OT.FICS,Sp. Orthopaedi & Traumatologi,RS Adi Husada Undaan Wetan,"Genteng, Kota Surabaya",2025-05-23 15:59:27
dr. Heri Suroto Sp.OT,Sp. Orthopaedi & Traumatologi,RS Katolik St. Vincentius a Paulo (RKZ),"Wonokromo, Kota Surabaya",2025-05-23 15:59:27
"dr. Herwindo Ridwan, Sp.OT",Sp. Orthopaedi & Traumatologi,RS Bethsaida,"Kelapa Dua, Kabupaten Tangerang",2025-05-23 15:59:29
"dr. I Gusti Ngurah Wien Aryana, Sp.OT (K)",Sp. Orthopaedi & Traumatologi,Bali Royal Hospital,"Denpasar Timur, Kota Denpasar",2025-05-23 15:59:29
"dr. Jursal Harun, Sp.OT (K)",Sp. Orthopaedi & Traumatologi,Tzu Chi Hospital,"Penjaringan, Jakarta Utara",2025-05-23 15:59:29
"dr. Kerwin Halim, Sp.OT",Sp. Orthopaedi & Traumatologi,Siloam Hospitals Lippo Village,"Kelapa Dua, Kabupaten Tangerang",2025-05-23 15:59:29
"dr. M. Anggi Montazeri, Sp.OT",Sp. Orthopaedi & Traumatologi,RS Dinda,"Jatiuwung, Tangerang",2025-05-23 15:59:29
"dr. Nico Lie, Sp.OT",Sp. Orthopaedi & Traumatologi,RS Royal Taruma,"Grogol Petamburan, Jakarta Barat",2025-05-23 15:59:29
"dr. Oktavianus, Sp.OT (K) Spine",Sp. Orthopaedi & Traumatologi,RS Mitra Medika Pontianak,"Pontianak Kota, Kota Pontianak",2025-05-23 15:59:29
"dr. Teddy Heri Wardhana, Sp.OT(K)",Sp. Orthopaedi & Traumatologi,Mayapada Hospital Surabaya,"Sawahan, Kota Surabaya",2025-05-23 15:59:29
"dr. Witantra Dhamar, SpOT",Sp. Orthopaedi & Traumatologi,RS Murni Teguh Sudirman Jakarta,"Tanah Abang, Jakarta Pusat",2025-05-23 15:59:29
"dr.Ahmad Ramdan, SP.OT(K)",Sp. Orthopaedi & Traumatologi,RS Melinda 2,"Cicendo, Kota Bandung",2025-05-23 15:59:29
"dr.Handoko, Sp.OT",Sp. Orthopaedi & Traumatologi,RS Satya Negara,"Tanjung Priok, Jakarta Utara",2025-05-23 15:59:31
dr.Ong Kim Pho,Sp. Orthopaedi & Traumatologi,Gleneagles Penang,"Mampang Prapatan, Jakarta Selatan",2025-05-23 15:59:31
dr. Abdul Jamal Mohamed Thalha SpB.OT,Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:31
"dr. Adi Aryanto, Sp.OT","Sp. Orthopaedi & Traumatologi, Dokter Bedah",Siloam Hospitals Balikpapan,"Balikpapan Selatan, Kota Balikpapan",2025-05-23 15:59:31
Dr. Adytia Andreyta Refa Sp.OT,Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:31
dr. Agus Kresnadi Sp.OT,Sp. Orthopaedi & Traumatologi,RS Ichsan Medical Centre Bintaro,"Ciputat, Tangerang Selatan",2025-05-23 15:59:31
Dr. Akbar Gazali Sp.OT,Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:31
"dr. Alvarez Zevanya Moningka, Sp.OT",Sp. Orthopaedi & Traumatologi,Siloam Hospitals Balikpapan,"Balikpapan Selatan, Kota Balikpapan",2025-05-23 15:59:31
dr. Amri Muhyi Sp.OT,Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:31
"dr. Andi Hendrawan, SpOT",Sp. Orthopaedi & Traumatologi,Praktek Dokter Spesialis -,"Sawah Besar, Jakarta Pusat",2025-05-23 15:59:31
"dr. Andre Ruggery Ichwan, Sp.OT",Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:33
"Dr. Andriessanto Ceelvin Lengkong M.Kes, Sp.OT",Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:33
dr Andy Ardiansyah Sp. OT,Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:33
Dr. Anissa Feby Canintika Sp.OT,Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:33
"dr. Astuti Pitarini, Sp.OT",Sp. Orthopaedi & Traumatologi,RS St. Carolus Salemba,"Senen, Jakarta Pusat",2025-05-23 15:59:33
"dr. Bagus Pramantha Putra Wijaya, Sp.OT",Sp. Orthopaedi & Traumatologi,RS St. Carolus Salemba,"Senen, Jakarta Pusat",2025-05-23 15:59:33
"Dr. Bagus Wibowo Soetojo Sp.OT, M.Ked.Klin",Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:33
Dr. Benedictus Deriano Sp.OT,Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:33
"dr. Claudia Santosa, Sp.OT",Sp. Orthopaedi & Traumatologi,RS St. Carolus Salemba,"Senen, Jakarta Pusat",2025-05-23 15:59:33
"Dr. Dhira Atman, Sp.BS",Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:33
Dr. Thuralkumar Kanniah,Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:36
dr. Eric Kholinne Sp OT,Sp. Orthopaedi & Traumatologi,RS St. Carolus Salemba,"Senen, Jakarta Pusat",2025-05-23 15:59:36
"dr. Erica Kholinne, Sp.OT(K), PhD",Sp. Orthopaedi & Traumatologi,RS St. Carolus Salemba,"Senen, Jakarta Pusat",2025-05-23 15:59:36
Dr. Ferdinand Arden Sp.OT,Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:36
dr. Fredy Arianto MS Ortho Sp.OT,Sp. Orthopaedi & Traumatologi,RS. KHUSUS BEDAH HALIMUN (IGD 24 JAM),"Setiabudi, Jakarta Selatan",2025-05-23 15:59:36
"dr. Hedy Wahyu Ramadhani, Sp.OT",Sp. Orthopaedi & Traumatologi,Siloam Hospitals Balikpapan,"Balikpapan Selatan, Kota Balikpapan",2025-05-23 15:59:36
"Dr. Heru Hermantrie M.Ked (Surg), Sp.OT",Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:36
"Dr. dr. Husna Dharma Putera, M.Si., Sp.OT (K)",Sp. Orthopaedi & Traumatologi,Siloam Hospitals Banjarmasin,"Banjarmasin Tengah, Kota Banjarmasin",2025-05-23 15:59:36
Dr. I Gusti Ngurah Indra Wiguna Sp.O.T.,Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:36
Dr. I Gusti Putu Yoga Kusmawan Sp.OT,Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:36
Dr. I Ketut Wahyu Trisaputra Sp.OT,Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:38
Dr. Imam Ramdhani Abdurrahman Sp.OT,Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:38
dr. Irwan Yusuf Sp.OT,Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:38
dr. J.B. Endrotomo S. Sp.OT,Sp. Orthopaedi & Traumatologi,RS St. Carolus Salemba,"Senen, Jakarta Pusat",2025-05-23 15:59:38
"dr. Jecky Chandra M.Kes, Sp. OT (K)",Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:38
Dr. Ketut Kris Adi Marta Sp.OT,Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:38
Dr. Luky Tandio Putra Sp.OT,Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:38
dr. M. DERYL IVANSYAH SP.OT,Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:38
"dr. Magie Kusumah W., Sp.OT.,M.Kes",Sp. Orthopaedi & Traumatologi,RSUD Al Ihsan Provinsi Jawa Barat,"Baleendah, Kabupaten Bandung",2025-05-23 15:59:38
"Dr. Marcell Wijaya Yudakusuma Sp.OT, FICS",Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:38
"dr. Muh Tri Nugroho, Sp.OT",Sp. Orthopaedi & Traumatologi,RSUD Al Ihsan Provinsi Jawa Barat,"Baleendah, Kabupaten Bandung",2025-05-23 15:59:40
"dr. Nadia Nastassia Primananda P.S.I., Sp.OT (K)",Sp. Orthopaedi & Traumatologi,RS St. Carolus Salemba,"Senen, Jakarta Pusat",2025-05-23 15:59:40
dr. Novra Yudithya Sp.OT,Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:40
"dr. Paramita Dyah Lasmana, SP.OT",Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:40
dr. Paulus Ronald Hibono Sp.OT (K),Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:40
Dr. Putu Acarya Nugraha Winangun Sp.OT,Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:40
Dr. Rahmad Rian Sp.OT,Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:40
"Dr. Salman Al Wahaby M.Kes, Sp.OT",Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:40
"dr. Sigit, Sp.OT(K)onk",Sp. Orthopaedi & Traumatologi,RS St. Carolus Salemba,"Senen, Jakarta Pusat",2025-05-23 15:59:40
dr. Tulus Sp.OT,Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:40
dr. Windi Martika Sp.OT,Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:42
"dr. Yuliana Rianto, Sp.OT",Sp. Orthopaedi & Traumatologi,Siloam Hospitals Balikpapan,"Balikpapan Selatan, Kota Balikpapan",2025-05-23 15:59:42
"dr. Ade Martinus, Sp.OT",Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:42
"dr. Alamsyah F Siregar, Sp.OT (K)",Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:42
"dr. Alexander Manus, Sp.OT",Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:42
dr. Ali Abdullah Sp OT,Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:42
"dr. Bima Satriono, Sp.OT",Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:42
"dr. Claudia Santosa, B.Med,Sci,Sp.OT",Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:42
"dr. Eddy Jefferson , Sp.OT (K) Subs. Sport",Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:42
"dr. Erica Kholinne, Sp.OT(K)., PhD",Sp. Orthopaedi & Traumatologi,RS St. Carolus Salemba,"Senen, Jakarta Pusat",2025-05-23 15:59:42
"dr. Erica Kholinne, Sp.OT(K)., PhD",Sp. Orthopaedi & Traumatologi,RS St. Carolus Salemba,"Senen, Jakarta Pusat",2025-05-23 15:59:44
"dr. Erica Kholinne, Sp.OT(K)., PhD",Sp. Orthopaedi & Traumatologi,RS St. Carolus Salemba,"Senen, Jakarta Pusat",2025-05-23 15:59:44
"dr. Farindhra Ridhalhi, Sp.OT",Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:44
"dr. Gauda Granthana, SpOT",Sp. Orthopaedi & Traumatologi,0,"Bekasi Selatan, Bekasi",2025-05-23 15:59:44
"dr. Geon Rendy, SpOT",Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:44
"dr. Jephtah F.L Tobing, Sp.OT",Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:44
"dr. Krisna Yuarno Phatama, Sp.OT(K)",Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:44
"dr. Moh Adib Khumaidi, SpOT",Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:44
"dr. Nyoman Adhi Pratama, M.Biomed, Sp.OT",Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:44
"dr. Rico Alexander, Sp.OT",Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:44
"dr. Riky Febriansyah Saleh, Sp.OT",Sp. Orthopaedi & Traumatologi,halodoc,"Setiabudi, Jakarta Selatan",2025-05-23 15:59:46
